L01 Customer Name (Key)	L01 Branch Key	L01 Document no. Key	Balance
EMORY UNIVERSITY	100113110	3068409039	78.6
EMORY UNIVERSITY	100113110	3068681077	53.91
EMORY UNIVERSITY	100113110	3069382964	125.22
EMORY UNIVERSITY	100113110	3069556671	17.87
EMORY UNIVERSITY	100113110	3070385678	4.25
EMORY UNIVERSITY	100113112	3067857486	9658.74
EMORY UNIVERSITY	100113112	3068295630	2574.12
EMORY UNIVERSITY	100113112	3068435149	3523.08
EMORY UNIVERSITY	100113112	3070412590	2573.89
EMORY UNIVERSITY	100113112	3070550977	2573.89
EMORY UNIVERSITY	100113114	3068329651	5148.2
EMORY UNIVERSITY	100113114	3069011613	7846.4
EMORY UNIVERSITY	100113114	3069036235	0.02
EMORY UNIVERSITY	100113114	3070445608	2573.89
EMORY UNIVERSITY	100139652	3068291989	2709.55
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802839102	18.98
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802856473	66.5
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802867487	66.5
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802883541	66.5
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802903741	66.5
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802916572	66.5
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802927770	79.01
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802929765	79.01
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802947657	79.01
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802957989	91.52
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802971393	84.37
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802990616	117.01
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0802999596	188.21
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803010224	206.94
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803015140	224.49
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803035774	222.12
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803036573	230.4
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803060537	179.98
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803061661	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803068203	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803085040	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803094490	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803099621	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803113564	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803127041	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803149477	163.9
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803151671	171.46
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0803163797	177.13
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0985106968	3623.35
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	0986505560	3623.35
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3050595854	3797.25
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3051395150	3797.25
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3051534603	3797.25
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3052067082	2997.84
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3055907245	25839.93
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3059890073	3832.25
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3063433336	4996.4
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3067580445	4996.4
EMORY UNIVERSITY HOSPITAL PHARMACY	100240716	3069737192	4996.4
ST CLAIRE REGIONAL MEDICAL	100001655	0678232702	-4128.14
ST CLAIRE REGIONAL MEDICAL	100088768	0591270392	-1157.85
ST CLAIRE REGIONAL MEDICAL	100091030	0333349948	975
ST CLAIRE REGIONAL MEDICAL	100091030	0333806938	975
ST CLAIRE REGIONAL MEDICAL	100091030	0334286658	975
ST CLAIRE REGIONAL MEDICAL	100091030	0334966356	975
ST CLAIRE REGIONAL MEDICAL	100091030	0335330537	975
ST CLAIRE REGIONAL MEDICAL	100091030	0335646676	975
ST CLAIRE REGIONAL MEDICAL	100091030	0336173755	975
ST CLAIRE REGIONAL MEDICAL	100091030	0336562545	975
ST CLAIRE REGIONAL MEDICAL	100091030	0336999556	975
ST CLAIRE REGIONAL MEDICAL	100091030	0337487853	975
ST CLAIRE REGIONAL MEDICAL	100091030	0337990642	975
ST CLAIRE REGIONAL MEDICAL	100091030	0338706933	975
ST CLAIRE REGIONAL MEDICAL	100091030	0339400437	975
ST CLAIRE REGIONAL MEDICAL	100091030	0340335933	975
ST CLAIRE REGIONAL MEDICAL	100091030	0340665702	975
ST CLAIRE REGIONAL MEDICAL	100091030	0341708580	975
ST CLAIRE REGIONAL MEDICAL	100091030	0342514538	975
ST CLAIRE REGIONAL MEDICAL	100091030	0676387842	-982.54
ST CLAIRE REGIONAL MEDICAL	100091030	0676684294	-6.66
ST CLAIRE REGIONAL MEDICAL	100091030	0676684294	-981.8
ST CLAIRE REGIONAL MEDICAL	100091030	0802489364	7.68
ST CLAIRE REGIONAL MEDICAL	100091030	0802578383	6.66
ST CLAIRE REGIONAL MEDICAL	100091030	0802580155	6.66
ST CLAIRE REGIONAL MEDICAL	100091030	0802594185	6.69
ST CLAIRE REGIONAL MEDICAL	100091030	0802594285	10.02
ST CLAIRE REGIONAL MEDICAL	100091030	0802612047	6.56
ST CLAIRE REGIONAL MEDICAL	100091030	0802613422	7
ST CLAIRE REGIONAL MEDICAL	100091030	0802627389	9.92
ST CLAIRE REGIONAL MEDICAL	100091030	0802636378	6.65
ST CLAIRE REGIONAL MEDICAL	100091030	0802636805	6.65
ST CLAIRE REGIONAL MEDICAL	100091030	0802637129	6.65
ST CLAIRE REGIONAL MEDICAL	100091030	0802645644	6.65
ST CLAIRE REGIONAL MEDICAL	100091030	0802652586	10.01
ST CLAIRE REGIONAL MEDICAL	100091030	0802654481	10.01
ST CLAIRE REGIONAL MEDICAL	100091030	0802655484	10.01
ST CLAIRE REGIONAL MEDICAL	100091030	0802670689	10.01
ST CLAIRE REGIONAL MEDICAL	100091030	0802681447	13.37
ST CLAIRE REGIONAL MEDICAL	100091030	0802689338	13.37
ST CLAIRE REGIONAL MEDICAL	100091030	0802701369	13.37
ST CLAIRE REGIONAL MEDICAL	100091030	0802701722	13.37
ST CLAIRE REGIONAL MEDICAL	100091030	0802717724	16.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802720300	16.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802730321	16.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802730608	16.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802737462	16.78
ST CLAIRE REGIONAL MEDICAL	100091030	0802744081	20.15
ST CLAIRE REGIONAL MEDICAL	100091030	0802753584	20.15
ST CLAIRE REGIONAL MEDICAL	100091030	0802758278	20.15
ST CLAIRE REGIONAL MEDICAL	100091030	0802767480	20.15
ST CLAIRE REGIONAL MEDICAL	100091030	0802775499	23.52
ST CLAIRE REGIONAL MEDICAL	100091030	0802776461	23.52
ST CLAIRE REGIONAL MEDICAL	100091030	0802784321	23.52
ST CLAIRE REGIONAL MEDICAL	100091030	0802795960	23.52
ST CLAIRE REGIONAL MEDICAL	100091030	0802802406	26.89
ST CLAIRE REGIONAL MEDICAL	100091030	0802813384	26.89
ST CLAIRE REGIONAL MEDICAL	100091030	0802815418	26.89
ST CLAIRE REGIONAL MEDICAL	100091030	0802840731	26.89
ST CLAIRE REGIONAL MEDICAL	100091030	0802854258	26.89
ST CLAIRE REGIONAL MEDICAL	100091030	0802868559	30.26
ST CLAIRE REGIONAL MEDICAL	100091030	0802872389	30.26
ST CLAIRE REGIONAL MEDICAL	100091030	0802902911	30.26
ST CLAIRE REGIONAL MEDICAL	100091030	0802921055	24.64
ST CLAIRE REGIONAL MEDICAL	100091030	0802930492	23.8
ST CLAIRE REGIONAL MEDICAL	100091030	0802943495	22.35
ST CLAIRE REGIONAL MEDICAL	100091030	0802958497	18.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802962707	18.73
ST CLAIRE REGIONAL MEDICAL	100091030	0802964789	22.1
ST CLAIRE REGIONAL MEDICAL	100091030	0802985767	22.1
ST CLAIRE REGIONAL MEDICAL	100091030	0802989501	22.1
ST CLAIRE REGIONAL MEDICAL	100091030	0803020490	9.69
ST CLAIRE REGIONAL MEDICAL	100091030	0803044609	41.47
ST CLAIRE REGIONAL MEDICAL	100091030	0803067524	40.37
ST CLAIRE REGIONAL MEDICAL	100091030	0803070840	40.37
ST CLAIRE REGIONAL MEDICAL	100091030	0803070909	43.74
ST CLAIRE REGIONAL MEDICAL	100091030	0803096268	43.74
ST CLAIRE REGIONAL MEDICAL	100091030	0803098095	43.74
ST CLAIRE REGIONAL MEDICAL	100091030	0803106502	43.74
ST CLAIRE REGIONAL MEDICAL	100091030	0803110450	43.74
ST CLAIRE REGIONAL MEDICAL	100091030	0803129446	47.11
ST CLAIRE REGIONAL MEDICAL	100091030	0803153405	47.11
ST CLAIRE REGIONAL MEDICAL	100091030	0803161279	47.11
ST CLAIRE REGIONAL MEDICAL	100091030	0803170474	47.11
ST CLAIRE REGIONAL MEDICAL	100173177	0342460943	-514.74
ST CLAIRE REGIONAL MEDICAL	100173177	0603078515	154.73
ST CLAIRE REGIONAL MEDICAL	100173177	0603729794	270
ST CLAIRE REGIONAL MEDICAL	100173177	0603777920	56.29
ST CLAIRE REGIONAL MEDICAL	100173177	0603777921	-88.15
ST CLAIRE REGIONAL MEDICAL	100173177	0802638581	109.92
ST CLAIRE REGIONAL MEDICAL	100173177	0802774301	31.86
ST CLAIRE REGIONAL MEDICAL	100173177	0802813602	115.92
ST CLAIRE REGIONAL MEDICAL	100173177	0802911850	188.34
ST CLAIRE REGIONAL MEDICAL	100173177	0802959309	222.03
ST CLAIRE REGIONAL MEDICAL	100173177	0802970297	224.09
ST CLAIRE REGIONAL MEDICAL	100173177	0802995052	242.02
ST CLAIRE REGIONAL MEDICAL	100173177	0803150336	146.34
ST CLAIRE REGIONAL MEDICAL	100173177	0803152553	122.02
ST CLAIRE REGIONAL MEDICAL	100173177	0803163440	122.17
ST CLAIRE REGIONAL MEDICAL	100173177	0979455659	1198.86
ST CLAIRE REGIONAL MEDICAL	100173177	0979616197	2144.08
ST CLAIRE REGIONAL MEDICAL	100173177	0979684823	651.58
ST CLAIRE REGIONAL MEDICAL	100173177	0979760518	1107.51
ST CLAIRE REGIONAL MEDICAL	100173177	3053809760	3540.03
ST CLAIRE REGIONAL MEDICAL	100173177	3053937451	806.21
ST CLAIRE REGIONAL MEDICAL	100173177	3054072577	1080.84
ST CLAIRE REGIONAL MEDICAL	100173177	3054209344	691.68
ST CLAIRE REGIONAL MEDICAL	100173177	3054335007	689.16
ST CLAIRE REGIONAL MEDICAL	100173177	3056472374	717.87
ST CLAIRE REGIONAL MEDICAL	100173177	3056619559	1100.97
ST CLAIRE REGIONAL MEDICAL	100173177	3056765861	969.97
ST CLAIRE REGIONAL MEDICAL	100173177	3056887493	69.02
ST CLAIRE REGIONAL MEDICAL	100173177	3057014991	619.77
ST CLAIRE REGIONAL MEDICAL	100173177	3057187158	1887.96
ST CLAIRE REGIONAL MEDICAL	100173177	3057303920	804.39
ST CLAIRE REGIONAL MEDICAL	100173177	3057454191	456.66
ST CLAIRE REGIONAL MEDICAL	100173177	3057589695	635.4
ST CLAIRE REGIONAL MEDICAL	100173177	3068030249	1602.71
ST CLAIRE REGIONAL MEDICAL	100173177	3068344766	232.32
ST CLAIRE REGIONAL MEDICAL	100173177	3068485047	750.17
ST CLAIRE REGIONAL MEDICAL	100173177	3068626576	145.2
ST CLAIRE REGIONAL MEDICAL	100173177	3068746004	443.07
ST CLAIRE REGIONAL MEDICAL	100173177	3068902159	37.03
ST CLAIRE REGIONAL MEDICAL	100173177	3069054242	865.44
ST CLAIRE REGIONAL MEDICAL	100173177	3069178887	415.61
ST CLAIRE REGIONAL MEDICAL	100173177	3069321411	29.16
ST CLAIRE REGIONAL MEDICAL	100173177	3069450924	305.32
ST CLAIRE REGIONAL MEDICAL	100173177	3069616681	158.65
ST CLAIRE REGIONAL MEDICAL	100173177	3069759375	4860.59
ST CLAIRE REGIONAL MEDICAL	100173177	3069896479	640.14
ST CLAIRE REGIONAL MEDICAL	100173177	3070007833	861.24
ST CLAIRE REGIONAL MEDICAL	100173177	3070151608	2474.8
ST CLAIRE REGIONAL MEDICAL	100173177	3070334633	792.37
ST CLAIRE REGIONAL MEDICAL	100173177	3070436170	302.69
ST CLAIRE REG MED CTR	100208799	0802917328	96.42
ST CLAIRE REG MED CTR	100208799	0802959400	25.64
ST CLAIRE REG MED CTR	100208799	0802961315	25.39
ST CLAIRE REG MED CTR	100208799	0802991404	62.83
ST CLAIRE REG MED CTR	100208799	0803066155	15.39
ST CLAIRE REG MED CTR	100208799	0803095547	33.85
ST CLAIRE REG MED CTR	100208799	0803133323	225.67
ST CLAIRE REG MED CTR	100208799	0803141311	436.85
ST CLAIRE REG MED CTR	100208799	0803155943	703.81
ST CLAIRE REG MED CTR	100208799	0803165935	1164.06
ST CLAIRE REG MED CTR	100208799	3064698560	32240
ST CLAIRE REG MED CTR	100208799	3065258075	23920
ST CLAIRE REG MED CTR	100208799	3065258076	16648.8
ST CLAIRE REG MED CTR	100208799	3065401649	41600
ST CLAIRE REG MED CTR	100208799	3065402217	23784
ST CLAIRE REG MED CTR	100208799	3065690860	3228.09
ST CLAIRE REG MED CTR	100208799	3066915273	45240
ST CLAIRE REG MED CTR	100208799	3067139662	37960
ST CLAIRE REG MED CTR	100208799	3067719763	47840
ST CLAIRE REG MED CTR	100208799	3068445362	40040
ST CLAIRE REG MED CTR	100208799	3068882364	49400
ST CLAIRE REG MED CTR	100208799	3069715667	38480
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070056115	512.61
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070056118	0.18
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070056119	577.6
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070205958	193.71
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070206471	13.97
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070206473	62.77
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070260616	14.63
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070260618	7.99
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070347981	56.35
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070347983	7.99
EAST BOSTON NEIGHBORHOOD HLTH CTR	100105011	3070493636	26.48
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070056040	6.2
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070056042	537.64
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070212254	46.51
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070212256	159.35
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070260502	168.21
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070357617	56.91
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070494350	24.33
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070494352	214.29
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112681	3070494353	579.03
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070067053	95.09
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070067056	24.36
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070067057	33.98
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070211536	18.15
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070211539	0.1
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070211590	118.54
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070260911	133.07
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070260914	376.35
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070357735	227.05
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070494994	1687.15
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112684	3070494996	71.43
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070056261	102.54
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070056263	8.12
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070056265	290.1
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070212070	133.85
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070212072	6204.52
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070212074	0.62
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070212075	106.36
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070260792	106.92
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070357564	71.26
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070357566	8.12
EAST BOSTON NEIGHBORHOOD HLTH CTR	100112702	3070496259	281.3
EAST BOSTON NEIGHBORHOOD HLTH CTR	100135771	3070086855	9209.76
EAST BOSTON NEIGHBORHOOD HLTH CTR	100135771	3070199286	608.49
EAST BOSTON NEIGHBORHOOD HLTH CTR	100135771	3070261399	1131.75
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070056480	80.18
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070056482	0.1
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070056484	867.82
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070206836	90.85
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070206839	117.62
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070260956	964.36
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070260958	627.9
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070386111	189.45
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070386113	8.12
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070485797	67.08
EAST BOSTON NEIGHBORHOOD HLTH CTR	100147418	3070485798	63.8
EAST BOSTON NEIGHBORHOOD HLTH CTR	100157214	3069888016	103.22
EAST BOSTON NEIGHBORHOOD HLTH CTR	100157214	3070166238	83.87
EAST BOSTON NEIGHBORHOOD HLTH CTR	100157214	3070166239	187.58
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070066616	179.59
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070066619	56.84
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070066730	0.3
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070066731	349
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070218120	146.6
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070218123	34.51
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070261591	126.95
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070357921	176.03
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186885	3070495170	41.67
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070066969	273.57
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070067330	8.12
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070067331	279.07
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070211004	213.17
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070211005	0.31
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070211006	290.36
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070260376	1195.73
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070355957	83.86
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186886	3070496352	845.48
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070056371	15.49
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070056372	0.1
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070056373	40.6
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070056374	167.97
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070211649	5.19
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070218240	8.12
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070218241	190.57
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070218242	0.62
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070260960	949.39
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070260961	4.4
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070357856	34.72
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186887	3070496539	1695.84
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070047345	15.62
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070047347	99.02
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070223560	73.41
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070223562	919.59
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070260219	1107.41
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070358133	37.6
EAST BOSTON NEIGHBORHOOD HLTH CTR	100186888	3070485851	868.47
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	0342511605	55
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	0678092234	-13.56
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	0803085890	6.04
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	3068041930	9.97
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	3068043580	13.62
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	3068478152	9.06
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	3069465653	2.23
EAST BOSTON NEIGHBORHOOD HLTH CTR	100270665	3070456607	6.27
EAST BOSTON NBHD HLTH CTR 340B	100270900	3069430075	4980
EAST BOSTON NBHD HLTH CTR 340B	100270900	3070285210	1992
HAMILTON MEMORIAL HOSPITAL	100131198	0341708707	110
HAMILTON MEMORIAL HOSPITAL	100131198	0342513848	110
HAMILTON MEMORIAL HOSPITAL	100131198	0803147726	5.53
HAMILTON MEMORIAL HOSPITAL	100131198	3064729930	34.35
HAMILTON MEMORIAL HOSPITAL	100131198	3064999657	22.44
HAMILTON MEMORIAL HOSPITAL	100131198	3065134027	0.57
HAMILTON MEMORIAL HOSPITAL	100131198	3065433922	0.29
HAMILTON MEMORIAL HOSPITAL	100131198	3065433923	6.46
HAMILTON MEMORIAL HOSPITAL	100131198	3065709715	2.42
HAMILTON MEMORIAL HOSPITAL	100131198	3066148290	257.86
HAMILTON MEMORIAL HOSPITAL	100131198	3066425361	11.04
HAMILTON MEMORIAL HOSPITAL	100131198	3066425362	168.99
HAMILTON MEMORIAL HOSPITAL	100131198	3066562041	2.38
HAMILTON MEMORIAL HOSPITAL	100131198	3066795943	0.29
HAMILTON MEMORIAL HOSPITAL	100131198	3066795944	590.25
HAMILTON MEMORIAL HOSPITAL	100131198	3067030440	77.03
HAMILTON MEMORIAL HOSPITAL	100131198	3067469562	6.57
HAMILTON MEMORIAL HOSPITAL	100131198	3067885880	15.98
HAMILTON MEMORIAL HOSPITAL	100131198	3068194760	3.54
HAMILTON MEMORIAL HOSPITAL	100131198	3068472117	31.57
HAMILTON MEMORIAL HOSPITAL	100131198	3068607497	22.94
HAMILTON MEMORIAL HOSPITAL	100131198	3068902969	729.72
HAMILTON MEMORIAL HOSPITAL	100131198	3069175509	88.74
HAMILTON MEMORIAL HOSPITAL	100131198	3069607845	47.98
HAMILTON MEMORIAL HOSPITAL	100131198	3069881948	48.14
HAMILTON MEMORIAL HOSPITAL	100131198	3069881949	6.72
HAMILTON MEMORIAL HOSPITAL	100131198	3070013958	7.74
EDWARDS COUNTY HOSP & HEALTHCARE	100170245	3069727147	0.61
EDWARDS COUNTY HOSP & HEALTHCARE	100170245	3070433772	865.49
EDWARDS COUNTY HOSP & HEALTHCARE	100170245	3070433773	541.53
OKLAHOMA HEART HOSP LLC	100262662	0677914530	-37.32
YOAKUM COMMUNITY HOSPITAL	100133378	0342513777	55
YOAKUM COMMUNITY HOSPITAL	100133378	3066331524	1026.32
YOAKUM COMMUNITY HOSPITAL	100133378	3066487941	7.81
YOAKUM COMMUNITY HOSPITAL	100133378	3066614435	510.37
YOAKUM COMMUNITY HOSPITAL	100133378	3066614436	8.07
YOAKUM COMMUNITY HOSPITAL	100133378	3066727707	0.31
YOAKUM COMMUNITY HOSPITAL	100133378	3066947551	22.56
YOAKUM COMMUNITY HOSPITAL	100133378	3067082195	0.31
YOAKUM COMMUNITY HOSPITAL	100133378	3067218607	4.19
YOAKUM COMMUNITY HOSPITAL	100133378	3067306032	3.02
YOAKUM COMMUNITY HOSPITAL	100133378	3067525028	504.8
YOAKUM COMMUNITY HOSPITAL	100133378	3067663934	3.93
YOAKUM COMMUNITY HOSPITAL	100133378	3067755466	8370.61
YOAKUM COMMUNITY HOSPITAL	100133378	3068250883	4.57
YOAKUM COMMUNITY HOSPITAL	100133378	3068743937	2.38
YOAKUM COMMUNITY HOSPITAL	100133378	3068958655	2.94
YOAKUM COMMUNITY HOSPITAL	100133378	3069097173	2.38
YOAKUM COMMUNITY HOSPITAL	100133378	3069230201	3.38
YOAKUM COMMUNITY HOSPITAL	100133378	3069365299	28.33
YOAKUM COMMUNITY HOSPITAL	100133378	3069661039	28.18
YOAKUM COMMUNITY HOSPITAL	100133378	3069799368	3.99
YOAKUM COMMUNITY HOSPITAL	100133378	3070366919	36.45
YOAKUM COMMUNITY HOSPITAL	100208732	0678158270	-20800
YOAKUM COMMUNITY HOSPITAL	100208732	0678158430	-83200
PLUMAS DIST HOSP PAYER	100297791	0802974529	32.31
PLUMAS DIST HOSP PAYER	100297791	0802981117	32.31
PLUMAS DIST HOSP PAYER	100297791	0802996674	32.31
PLUMAS DIST HOSP PAYER	100297791	0803002420	13.85
MEMORIAL MEDICAL CENTER	100135284	3069537283	15.32
MEMORIAL MEDICAL CENTER	100135284	3069537284	16.06
MEMORIAL MEDICAL CENTER	100135284	3069537285	0.09
